"2021-07-22";"10:19:40";"WinControl (rev 1112) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR"
"2021-07-21 16:20:40.000";"2021-07-21";"16:20:40";"F";"1388";"398";"1276";"0";"0.688";"0.0"
"2021-07-21 16:20:46.000";"2021-07-21";"16:20:46";"F";"1389";"355";"1116";"1";"0.682";"0.3"
"2021-07-21 16:20:51.000";"2021-07-21";"16:20:51";"F";"1390";"364";"1196";"0";"0.696";"0.0"
"2021-07-21 16:20:57.000";"2021-07-21";"16:20:57";"F";"1391";"301";"1059";"0";"0.716";"0.0"
"2021-07-21 16:21:03.000";"2021-07-21";"16:21:03";"F";"1392";"329";"1069";"0";"0.692";"0.0"
"2021-07-21 16:21:09.000";"2021-07-21";"16:21:09";"F";"1393";"258";"856";"0";"0.699";"0.0"
"2021-07-21 16:21:16.000";"2021-07-21";"16:21:16";"F";"1394";"385";"1231";"0";"0.687";"0.0"
"2021-07-21 16:21:21.000";"2021-07-21";"16:21:21";"F";"1395";"290";"962";"1";"0.699";"0.3"
"2021-07-21 16:21:27.000";"2021-07-21";"16:21:27";"F";"1396";"183";"566";"1";"0.677";"0.3"
"2021-07-21 16:21:33.000";"2021-07-21";"16:21:33";"F";"1397";"277";"895";"0";"0.691";"0.0"
"2021-07-21 16:21:39.000";"2021-07-21";"16:21:39";"F";"1398";"286";"862";"0";"0.668";"0.0"
"2021-07-21 16:21:45.000";"2021-07-21";"16:21:45";"F";"1399";"305";"999";"0";"0.695";"0.0"
"2021-07-21 16:21:52.000";"2021-07-21";"16:21:52";"F";"1400";"301";"951";"0";"0.683";"0.0"
"2021-07-21 19:05:25.998";"2021-07-21";"19:05:25";"C";"";"MI=3;SI=10;SW=0.8;AI=1;AW=0:30;AF=1.00;G=2;D=1;EF=0.84;FO=10;CW=1:00;CI=1;LW=0:10;LI=3;ID=0:45;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.12 ";""
"2021-07-21 19:05:26.000";"2021-07-21";"19:05:26";"F";"1402";"295";"766";"63";"0.615";"16.3"
"2021-07-21 19:05:48.000";"2021-07-21";"19:05:48";"F";"1403";"465";"1118";"40";"0.584";"9.8"
"2021-07-21 19:05:51.000";"2021-07-21";"19:05:51";"F";"1404";"3";"0";"42";"-";"-"
"2021-07-21 19:06:17.000";"2021-07-21";"19:06:17";"F";"1405";"400";"1221";"32";"0.672";"9.0"
"2021-07-21 19:06:22.000";"2021-07-21";"19:06:22";"F";"1406";"415";"1001";"32";"0.585";"7.9"
"2021-07-21 19:06:31.000";"2021-07-21";"19:06:31";"F";"1407";"352";"748";"30";"0.529";"6.7"
"2021-07-21 19:06:37.000";"2021-07-21";"19:06:37";"F";"1408";"366";"1065";"31";"0.656";"8.5"
"2021-07-21 19:06:50.000";"2021-07-21";"19:06:50";"F";"1409";"345";"779";"23";"0.557";"5.4"
"2021-07-21 19:06:58.000";"2021-07-21";"19:06:58";"F";"1410";"310";"748";"20";"0.586";"4.9"
"2021-07-21 19:07:02.000";"2021-07-21";"19:07:02";"F";"1411";"0";"0";"26";"-";"-"
"2021-07-21 19:07:32.000";"2021-07-21";"19:07:32";"F";"1412";"350";"1192";"26";"0.706";"7.7"
"2021-07-21 19:07:38.000";"2021-07-21";"19:07:38";"F";"1413";"358";"1040";"46";"0.656";"12.7"
"2021-07-21 19:07:48.000";"2021-07-21";"19:07:48";"F";"1414";"1";"2";"143";"-";"-"
