full_treatment ,treatment,species,time,date (m/d/y),cage,genotype,alive,absent,dead,proof
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2GT3,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2GT3,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2GT3,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2GT31,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2GT31,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2GT31,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2GT31,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2GT31,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2GT31,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2GT31,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2GT31,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2GT31,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2GT31,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2GT38,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2GT38,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2GT38,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2GT38,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2GT41,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2GT41,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2GT41,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2GT41,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2GT7,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2GT7,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2GT7,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2GT7,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2HS11,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2HS11,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2HS11,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2HS11,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2HS17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2HS17,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2HS17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2HS17,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2HS27,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2HS27,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2HS27,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2HS27,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2HS27,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,2HS9,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,2HS9,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,2HS9,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,2HS9,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,4CX12,1,0,,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,4CX12,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,4CX12,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,4CX12,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,4CX12,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,4HS13,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,4HS13,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,4HS13,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,4HS13,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,4HS15,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,4HS15,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,4HS15,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,4HS15,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,6CX18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,6CX18,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,6CX18,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,6CX18,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,6CX18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,6CX18,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,6CX18,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,6EV18,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,6EV18,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,6EV18,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,6EV18,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,6GT17,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,6GT17,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,6GT17,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,6GT17,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,6GT19,0,1,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,6GT19,0,1,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,6GT19,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,6GT19,0,,,0
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,6GT19,0,,,0
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,2-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,3-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,4-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,5-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,6-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,7-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,8-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,9-PP,8CX24,1,0,0,1
OFRA_PP,PP,OFRA,T1,5/3/21,10-PP,8CX24,1,0,0,1
OFRA_PS,PS,OFRA,T1,5/3/21,1-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,2-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,3-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,4-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,5-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,6-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,7-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,8-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,9-PS,8CX24,1,,,1
OFRA_PS,PS,OFRA,T1,5/3/21,10-PS,8CX24,1,,,1
OFRA_PP,PP,OFRA,T1,5/3/21,1-PP,8HS21,1,0,0,1
